ssvid,shipname_norm,imo,callsign,vessel_class,flag,length_m,tonnage_gt,engine_power,hours,fishing_hours,hours_HS,fishing_hours_HS,gfw_owner,gfw_owner_address,gfw_owner_flag,,owner,owner_source,corporate_actor,corporate_actor_source,main_company,main_company_flag,subsidiaries_and_affiliates,main_company_and_subsidiaries_source,remarks
412420454,HONGRUN57,8776930,BZ3VK,squid_jigger,CHN,47.3,499,967.67,7994.51,2957.1,7796.11,2957.1,ZHOUSHAN HONGRUN OCEAN,"SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN,TRUE,"ZHOUSHAN HONGRUN OCEAN (EFFECTIVE 2011-08-07) IMO COMPANY NUMBER 4231246 NATIONALITY OF REGISTRATION CHINA, PEOPLE'S REPUBLIC OF",GFW,ZHOUSHAN HONGRUN OCEAN FISHERIES CO LTD,https://panjiva.com/Zhoushan-Hongrun-Ocean-Fisheries-Co-Ltd/34833791 http://www.chaojixinxi.com/waimaogongsi/show.php?id=301818  https://world-ships.com/company/9aa7b4818436dadc9d94e7bcc191afba#.XAHzIpNKjwc   http://www.hoovers.com/company-information/cs/company-profile.zhoushan_hongrun_blue-waters_fishery_coltd.3ac7fb786cedbe1e.html    http://www.hoovers.com/company-information/company-search.html?term=zhoushan%20hongrun,"Zhoushan Hongrun Ocean Fisheries Co., Ltd",CHN,NA,NA,Zhoushan Hongrun is found as a shipping and fishing and research company according to hoovers (?) Vessel Name: Checked with Marine Traffic
576990000,OCEANVENTURE6,9694220,YJSS2,squid_jigger,VUT,76.07,998,2232.09,6579.18,1217.86,3005.39,435.58,LS OCEAN ENTERPRISE,"1ST FLOOR, IOLAM HOUSE, PO BOX 1019, LINI HIGHWAY, PORT VILA, VANUATU.",VUT,TRUE,"LS OCEAN ENTERPRISE - PORT VILA, VANUATU",maritime connector,LS OCEAN ENTERPRISE CO LTD,https://world-ships.net/company/3bd4c85a1dc756f5df91e01e2269d191#.W1UMNthKjwc,LS OCEAN ENTERPRISE CO LTD,VUT,NA,NA,Only one source available on this corporate actor
431000662,YACHIYOMARU18,NA,NA,drifting_longlines,JPN,25.55,115.93,473.75,3967.76,1613.67,1744.86,1229.32,NA,NA,NA,FALSE,"Yamamoto,Shinichi",WCPFC,YAMAMOTO SUISAN,http://www.hoovers.com/company-information/cs/company-profile.yamamoto_suisan.21393fb64b87bcb1.html   http://www.yamamoto-suisan.co.jp/,YAMAMOTO SUISAN,JPN,NA,NA,addresses match: Vessel Name: Checked with Marine Traffic
224118000,SOCYO,9832884,EANN,drifting_longlines,ESP,40.08,495,963.27,2049.73,653.62,1415.46,652.75,PESQUERA AUGADOCE,"LAVANDEIRAS CELEIRO, 13 27863 VIVEIRO, LUGO SPAIN",ESP,TRUE,PESQUERA AUGADOCE SL,GFW,"Pesquera Augadoce, S.L.",http://www.hoovers.com/company-information/cs/company-profile.pesquera_augadoce_sl.72b82bc377df851b.html https://world-ships.com/company/5401699547ee05121954ac3e953809b1#.XA2BG3eZNn4  https://empresite.eleconomista.es/PESQUERA-AUGADOCE.html,"Pesquera Augadoce, S.L.",ESP,NA,NA,NA
70506042,HOSNWANGWEIYI,NA,NA,drifting_longlines,NA,36.01,271.91,663.46,2895.12,1947.75,1062.65,623.08,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
431005381,TOBESHIMAMARU10,NA,NA,drifting_longlines,JPN,25.9,127.68,353.33,4237.27,1686.01,1784.23,1473.73,NA,NA,NA,FALSE,TOBESHIMA MARU SUISAN INC,WCPFC,TOBESHIMA MARU SUISAN INC,NA,NA,NA,NA,NA,Nothing found on corporate actor: Vessel Name: Checked with Marine Traffic
431600390,KAIENMARU35,NA,NA,drifting_longlines,JPN,25.86,108.19,387.1,2978.31,1142.44,975.54,843.03,NA,NA,NA,FALSE,TAKESHI UMADUME,WCPFC,NA,NA,NA,NA,NA,NA,Nothing found on owner for vessel: Vessel Name: Checked with Marine Traffic
760038087,ETEN10,6930611,NA,tuna_purse_seines,PER,48.44,499,1384.7,6077.46,1544.37,641.75,136.96,PESQUERA MAJAT,CALLA PADRE GUATEMALA NO. 218 URB. MARANGA DISTRITO DE SAN MIGUEL PROVINCIA Y DEPARTAMENTO DE LIMA PERÚ,PER,TRUE,MAJAT PESQUERA SAC,GFW,"Pesquera Majat, S.A.C.",http://www.hoovers.com/company-information/cs/company-profile.pesquera_majat_sac.0867beb194b2ca49.html  https://www.emis.com/php/company-profile/PE/Pesquera_Majat_SAC_es_5460546.html  https://www.universidadperu.com/empresas/pesquera-majat.php,"Pesquera Majat, S.A.C.",PER,NA,NA,NA
520243000,GREENTUNA3,9422914,3DSV,drifting_longlines,FJI,40.5,215.88,586.72,5842.31,4282.15,1802.67,1554.94,GREEN TUNA FISHERIES,"SHED 6, PRINCESS WHARF SUVA",FJI,TRUE,Green Tuna Fisheries Company Limited.,WCPFC,Green Tuna Fisheries Co LTD,http://www.hoovers.com/company-information/cs/company-profile.green_tuna_fisheries.804c7b654cb6a776.html  https://world-ships.net/company/a078c2f069c1f6a3bf7a9c11749f3fde#.XB68f3eZNn4  https://www.facebook.com/pages/Green-Tuna-Fisheries-Co-Ltd/554608364691771,Green Tuna Fisheries Co LTD,FJI,NA,NA,Vessel Name: Checked with Marine Traffic
263405970,VIRGEMDASGRACAS,NA,CUHH9,drifting_longlines,PRT,19.2,84.16,226.69,6572.8,2227.95,1360.52,1005.57,ANTONIO JOANA,"TRAVESSA DO MOINHO, 5",PRT,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
431600120,DAI1HOUEIMARU,NA,NA,drifting_longlines,JPN,32.38,289.38,593.58,6888.31,3036.49,3370.72,1979.15,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
416002603,YULONG18,8778457,BJ4536,drifting_longlines,TWN,26.23,77.19,447.6,6058.37,3143.97,5091.71,3126.1,LIN T S,"NO.19, LN. 63, ANYU RD., DONGGANG TOWNSHIP, PINGTUNG COUNTY 92845, TAIWAN",TWN,TRUE,LIN T-S,GFW,TENG-SHAN LIN,https://world-ships.net/company/545d5af761e3236f1f24f662c04c930f,NA,NA,NA,NA,World ships link found for owner name but not a corporate actor
416201700,SHUENNCHING1,NA,BI2598,squid_jigger,TWN,67.41,927,1587.43,6462.81,1301.39,4004.43,641.95,SHUN HUI FISHERIES,"ROOM 401-1, FOURTH FLOOR, 3, YUGANG E 2ND ROAD, QIANZHEN DISTRICT, KAOHSIUNG CITY, CHINA, REPUBLIC OF (TAIWAN)",TWN,TRUE,SHUN HUI FISHERY CO LTD (EFFECTIVE 2004-05-01) IMO COMPANY NUMBER 4217914 NATIONALITY OF REGISTRATION CHINESE TAIPEI,GFW,"SHUN HUI FISHERY CO., LTD.",http://www.hoovers.com/company-information/cs/company-profile.shun_hui_fishery_co_ltd.b13849ae708f7970.html   https://world-ships.net/company/5d6612b61e048584109e824b49bc17bd#.XBhR1hNKhn4,"SHUN HUI FISHERY CO., LTD.",TWN,NA,NA,NA
224048150,ROBERO,8680909,EA5457,drifting_longlines,ESP,26.3,188,458.81,6730.08,2594.64,5855.81,2540.95,MAR ROBERO,"CALLE OLIVA, 84 LA GUARDIA CP 36780 PONTEVEDRA",ESP,TRUE,MAR ROBERO S.L.,ICCAT,MAR ROBERO S.L.,http://www.expansion.com/directorio-empresas/mar-robero-sl_331795_C36_36.html,MAR ROBERO S.L.,ESP,affiliated with ORPAGU Organizacion de Palangreros Guardeses,https://www.orpagu.com/or-pa-gu/flota/  http://www.hoovers.com/company-information/cs/company-profile.organizacion_de_productores_de_palangreros_guardeses.1c58d1fb8066b15f.html https://fis.com/fis/companies/details.asp?l=s&company_id=71825  https://www.orpagu.com/,NA
412420929,NINGTAI65,8778500,BZV7O,squid_jigger,CHN,43.97,498,750.12,6451.7,1975.33,6323.21,1975.33,ZHOUSHAN NINGTAI OCEAN FISH,"ROOMS 1708 & 1709, CHANGZHENG PLAZA, 82, CHANGZHENG LU, DONGGANG JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN,TRUE,"ZHOUSHAN NINGTAI OCEAN FISH (EFFECTIVE 2011-11-09) IMO COMPANY NUMBER 4231816 NATIONALITY OF REGISTRATION CHINA, PEOPLE'S REPUBLIC OF",GFW,"Zhoushan Ningtai Ocean Fisheries Co., Ltd",https://macauhub.com.mo/2016/10/14/chinese-company-starts-fishing-in-timor-leste/ https://www.thestrategist.media/Not-enough-fish-in-the-sea-China-is-depleting-the-planet-s-fish-resources_a2596.html  http://www.hoovers.com/company-information/cs/company-profile.zhoushan_ningtai_blue-waters_fishery_coltd.273338f153c5478f.html   https://www.ft.com/content/e7bd4094-ff34-11e6-96f8-3700c5664d30   http://portal.infospectrum.net/searchorder/GoogleCompanySearch.aspx?CompanyId=108371        https://www.diigen.com/supplier/zhoushan-ningtai-ocean-fisheries-co-ltd-china-3966520/    https://panjiva.com/Zhoushan-Ningtai-Ocean-Fisheries-Co-Ltd/30348775          https://en.52wmb.com/supplier/24841163    https://world-ships.com/company/4be916a955a123eddbf34fe1565bfbb2#.W-8dZ5NKgWo,"Zhoushan Ningtai Ocean Fisheries Co., Ltd",CHN,NA,NA,Vessel Name: Checked with Marine Traffic
412331148,LUPENGYUANYU89,NA,BZSG,squid_jigger,CHN,69.9,1408,2100,2438.51,194.62,1089.55,194,ZHOUSHAN SHUNHANG OCEAN,"ROOM 2502, TECHNOLOGICAL REAL ESTATE BUILDING, 2121, DONGHAI XILU, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, 316000, CHINA.",CHN,TRUE,"ZHOUSHAN SHUNHANG OCEAN (EFFECTIVE 2014-06-04) IMO COMPANY NUMBER 4231189 NATIONALITY OF REGISTRATION CHINA, PEOPLE'S REPUBLIC OF",GFW,"Zhoushan Shunhang Ocean Fisheries Co., Ltd.",https://panjiva.com/Zhoushan-Shunhang-Ocean-Fisheries-Co-Ltd/26594284   https://world-ships.com/company/4f9a3bc68f439ee78b704748aff261d3#.W-xwdXpKjwc    http://www.chaojixinxi.com/waimaogongsi/show.php?id=466858   https://trade.nosis.com/en/Zhoushan-Shunhang-Ocean-Fisheries-Co-ltd/3309963344/320/p#.W_wz55NKjwc,"Zhoushan Shunhang Ocean Fisheries Co., Ltd.",CHN,NA,NA,Potentially connected to mining Vessel Name: Checked with Marine Traffic
416091600,LIANHORNG777,8947383,BI2547,drifting_longlines,TWN,55.9,531,895.2,4622.6,1771.01,2675.41,1771.01,TSAI KUO JUNG,"3F, NO.15, JE HO 2ND ST., SAN MIN DISTRICT, KAOHSIUNG CITY, TAIWAN",TWN,TRUE,"LIAN HORNG FISHERY CO.,LTD.",WCPFC,"LIAN HORNG FISHERY CO.,LTD.",http://www.hoovers.com/company-information/cs/company-profile.lian_horng_fishery_co_ltd.464d646cd4d17a19.html,"LIAN HORNG FISHERY CO.,LTD.",TWN,NA,NA,NA
412271490,ZHONGYUANYU11,NA,BZZV4,squid_jigger,CHN,63,1096,1323,8136.9,2828.53,7306.44,2810.32,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
224597000,HITO,9329215,ECFL,drifting_longlines,ESP,25.2,164,256.62,8697.41,6133.14,4862.37,3811.04,PESQUERA LELO MAR,"AVENIDA FERNANDEZ ALBOR, 47 LA GUARDIA CP 36780 PONTEVEDRA",ESP,TRUE,PESQUERA LELO MAR SL,IATTC,PESQUERA LELO MAR SL,http://www.hoovers.com/company-information/cs/company-profile.pesquera_lelo_mar_sl.0eaea4c39b97d5c1.html      http://empresite.eleconomista.es/PESQUERA-LELO-MAR.html   http://www.infocif.es/ficha-empresa/pesquera-lelo-mar-sl,PESQUERA LELO MAR SL,ESP,1 potential subsidiary: information not open source,NA,NA
533010250,BUAHMANGGIS1,NA,NA,drifting_longlines,MYS,29.16,101.05,640.72,3719.1,2147.18,3212.76,2109.66,NA,NA,NA,FALSE,FLYMODE TECHNOLOGIES SDN. BHD,IOTC,FLYMODE TECHNOLOGIES SDN. BHD,https://www.ctoscredit.com.my/business/FLYMODE-TECHNOLOGIES-SDN-BHD-0713726T  https://www.corporationsmy.com/cormy1/66760.html,FLYMODE TECHNOLOGIES SDN. BHD,MYS,NA,NA,NA
440256000,OYANG77,7416612,6NBG,trawlers,KOR,66.5,1002.82,2058.5,3377.11,1355.33,1877.43,1340.29,SAJO OYANG,"OYANG BUILDING, 76-3, TAEPYEONG-NO 1-GA, JUNG-GU, SEOUL, 100-101, SOUTH KOREA.",KOR,TRUE,Oyang Corporation,FAO,Oyang Corporation,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=284739265     http://www.munz.org.nz/2011/10/16/fishing-charges-for-oyang-75-officers-point-to-industry-wide-failings/,Sajo Group,KOR,54% owned by Sajo Group,https://www.marketscreener.com/OYANG-CORP-26652289/company/  http://substandard.sub.jp/sajo_g_green.pdf http://fis.com/fis/people/index.asp?article_id=62&l=e   https://www.bloomberg.com/research/stocks/people/relationship.asp?personId=47792295&ticker=007160:KS&previousCapId=2482244&previousTitle=SAJOHAEPYO%2520Corporation,Sajo daerim Corporation owns 54% of Oyang Corporation see relevant column for link
259428000,HAVDRON,9146340,LIRW,trawlers,NOR,60.9,1102,2574.25,8655.03,269.26,79.89,45.05,HAVDRON,NA,NOR,TRUE,HAVDRON AS,GFW,HAVDRON AS,https://world-ships.com/company/026339ed9d89a5956aa1c04d8e2fb37f#.XO54sVMzaRs  https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=47607045  https://www.proff.no/selskap/havdr%C3%B8n-as/hjellestad/fiske/IG8R7R40COV/,HAVDRØN HOLDING AS / SANDTORV HOLDING AS / JONA HOLDING AS / LIVI HOLDING AS,NOR,"Subsidiary: Fleslandsveien 244 AS Majority sharess split equally between: HAVDRØN HOLDING AS, SANDTORV HOLDING AS, JONA HOLDING AS, LIVI HOLDING AS",https://www.proff.no/roller/havdr%C3%B8n-as/hjellestad/fiske/IG8R7R40COV/,NA
416000462,CHINYUCHUN,NA,BJ4565,drifting_longlines,TWN,27,75.91,447.6,2924.09,1786.33,2656.7,1783.52,HUANG CHIU CHU,"NO.183-2, ZHONGZHENG RD., LIUQIU TOWNSHIP, PINGTUNG COUNTY 92942, TAIWAN",TWN,TRUE,"HUANG, CHIU CHU",WCPFC,NA,NA,NA,NA,NA,NA,Nothing found for owner of vessel: Vessel Name: Checked with Marine Traffic
412331028,LUQINGYUAN22,9748514,BZYX3,drifting_longlines,CHN,53.3,698,1181.62,6388.76,4692.1,6220.57,4692.1,QINGDAO FURUI FISHERIES,"2-1502,NO.19 FUZHOUNAN ROAD,QINGDAO,CHINA",CHN,TRUE,"Qingdao Furui Fisheries Co., LTD",IATTC,"Qingdao Furui Fisheries Co., LTD",http://www.fis.com/fis/companies/details.asp?l=e&filterby=companies&letter=q&page=4&company_id=157823&country_id=        https://panjiva.com/Qingdao-Furui-Fisheries-Co-Ltd/27164356,"Qingdao Furui Fisheries Co., LTD",CHN,NA,NA,Vessel Name: Checked with Marine Traffic
412329411,LUWEIYUANYU688,NA,NA,drifting_longlines,CHN,34.13,200.13,684.05,5529.4,3483.58,1674.9,741.39,NA,NA,NA,FALSE,"Weihai Changhe Fishery Company, Ltd.",IATTC,"Weihai Changhe Fishery Co., LTD",https://world-ships.net/company/edd20ed4808ee805d5de520a4593becc#.W2OuuHeZPwc,"Weihai Hongxi Fishery Co., Ltd.",CHN,"Main Company: Weihai Hongxi Fishery Co., Ltd.",http://en.whhongxi.cn/,NA
416002099,JINHUANGYI,NA,BJ4518,drifting_longlines,TWN,22.2,52.48,613.96,3794.25,2342.86,3393.4,2342.21,CHEN TSAI CHIN FENG,"NO.38, FUYU 5TH RD., DONGGANG TOWNSHIP, PINGTUNG COUNTY 92845, TAIWAN",TWN,TRUE,"WANG, QUAN-QING",WCPFC,NA,NA,NA,NA,NA,NA,Nothing found on owner for vessel
416000238,TIANHERFA,NA,BJ4663,drifting_longlines,TWN,24.57,64.98,451.33,4878.15,3611.2,4517.06,3600.7,CHERN JIANN CHYUAN,"NO.17-2, ZHONGZHENG RD., LIUQIU TOWNSHIP, PINGTUNG COUNTY 929 TAIWAN(R.O.C.)",TWN,TRUE,"CHERN, JIANN-CHYUAN",WCPFC,NA,NA,NA,NA,NA,NA,Nothing found for owner of vessel: Vessel Name: Checked with Marine Traffic
412679190,XINSHIJI16,NA,BZUT3,squid_jigger,CHN,60,1149.1,873.98,3164.21,407.92,2877.53,407.92,NA,NA,NA,FALSE,"Zhejiang Ocean Fisheries Group Co., Ltd",IOTC,"Zhejiang Ocean Family Co., Ltd.",http://www.zheyu.cn/en/about_n.asp,"Wanxiang Sannong Group Co., Ltd.",CHN,"Invested by Wanxiang Sannong Group Co., Ltd.",http://www.hoovers.com/company-information/cs/company-profile.zhejiang_ocean_family_coltd.841991b81cd9aaac.html   http://www.fis.com/fis/companies/details.asp?l=e&filterby=products&product_id=1307&page=1&company_id=140553&country_id=cn,NA
417000193,CHANUKAPUTHA,NA,NA,drifting_longlines,LKA,22.51,65.25,290.1,5315.49,1941.43,3621.28,1920.58,NA,NA,NA,FALSE,CD. SUVANDARATHNA,IOTC,NA,NA,NA,NA,NA,NA,Nothing found on owner for vessel
431801000,MEIHOMARU22,9119751,JDUT,pole_and_line,JPN,58.42,499,1478,7899.02,2567.72,4652.94,2139.55,MEIHO,"2-9-34,SHINHAMA-CHO, SHIOGAMA-SHI, MIAYGI, JAPAN",JPN,TRUE,MEIHO GYOGYO KABUSHIKI KAISHA,WCPFC,MEIHO GYOGYO KABUSHIKI KAISHA,http://www.hoovers.com/company-information/cs/company-profile.meiho_gyogyo_kk.1c1903eaa5197dd0.html,"MINAMI SHOKUHIN, K.K.",JPN,"Main Company: MINAMI SHOKUHIN, K.K.",http://www.hoovers.com/company-information/cs/company-profile.meiho_gyogyo_kk.1c1903eaa5197dd0.html  http://www.hoovers.com/company-information/cs/company-profile.minami_shokuhin_kk.0aa82a7cc926d987.html,NA
416635000,SHENGFAN399,8648353,BI2406,drifting_longlines,TWN,56.1,711,1016.35,2296.91,738.63,1367.53,588.71,SHERNG WANG SHYANG FISHERIES,"ROOM 225, 2ND FLOOR, 3, YUGANG ROAD, QIANZHEN DISTRICT, KAOHSIUNG CITY, CHINA, REPUBLIC OF (TAIWAN)",TWN,TRUE,SHERNG WANG SHYANG FISHERY,GFW,SHERNG WANG SHYANG FISHERY CO LTD,https://www.infobel.com/en/taiwan/sherng_wang_shyang_fishery_co_ltd/qianzhen_district/TW100318815-078216126/businessdetails.aspx  https://world-ships.net/company/24fdf3da9edb4c590283a69b4efff0dd#.XRUqxXeZNn4  http://www.hoovers.com/company-information/cs/company-profile.sherng_wang_shyang_fishery_co_ltd.c4e9a8ccb064ff12.html,SHERNG WANG SHYANG FISHERY CO LTD,TWN,"Same address: LIAN ZHAN FISHERY CO LTD, JIN YUAN FISHERY CO LTD, HSYANG FA FISHERY CO., LTD., MAN AN FISHERY CO., LTD.","https://www.infobel.com/en/taiwan/hsyang_fa_fishery_co_ltd/qianzhen_district/TW100000278-078113765/businessdetails.aspx, https://www.infobel.com/en/taiwan/man_an_fishery_co_ltd/qianzhen_district/TW100378947-077870009/businessdetails.aspx",NA
290330000,29033,NA,NA,drifting_longlines,NA,35.69,746.84,611.16,1025.37,536.23,1025.37,536.23,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
367183810,SEADIAMOND,NA,WDD7243,drifting_longlines,USA,21.64,80,344.23,7100.25,3762.42,3012.33,2305.03,SEA DIAMOND,"99-235 AIEA HEIGHTS DRIVE AIEA, HI 96701 UNITED STATES",USA,TRUE,SEA DIAMOND CORPORATION,WCPFC,SEA DIAMOND CORPORATION,https://opencorporates.com/companies/us_hi/102677D1   https://bizstanding.com/p/sea+diamond-3925120,SEA DIAMOND CORPORATION,USA,Part of the Hawaii Longline Association,http://files.hawaii.gov/ethics/orgexp/2017/ORG-1958-2017-01_Kfx10-14380.pdf,sea diamond listed as an inactive corporation Vessel Name: Checked with Marine Traffic
417343865,WASANA2,NA,NA,drifting_longlines,LKA,24.52,58.62,316.11,3462.5,1542.13,2715.7,1500.46,NA,NA,NA,FALSE,MP SUSIL,IOTC,NA,NA,NA,NA,NA,NA,Nothing found on owner for vessel
412672140,ZHOUYU680,8783177,BKWM2,squid_jigger,CHN,45.72,277,840.19,5267.48,1386.74,4872.79,1386.74,CHINA AQUATIC PRODUCTS,"1, XINGHAI LU, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN,TRUE,"CHINA AQUATIC PRODUCTS (EFFECTIVE 1991-02-12) IMO COMPANY NUMBER 4231025 NATIONALITY OF REGISTRATION CHINA, PEOPLE'S REPUBLIC OF",GFW,CAPPMA - China Aquatic Products Processing & Marketing Association,http://fis.com/fis/companies/details.asp?l=e&filterby=companies&company=CAPPMA&page=1&company_id=129215&country_id=  https://www.seafoodsource.com/supplier-directory/China-Aquatic-Products-Processing-Marketing-Association-CAPPMA,CAPPMA China Aquatic Products Processing & Marketing Association,CHN,NA,NA,NA
416003756,CHUNGKUO888,NA,BJ4366,drifting_longlines,TWN,28,155.59,671.34,7712.29,3761.22,7316.32,3746.81,GILONTAS OCEAN VANUATU,NA,TWN,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
520137000,SUNSHINE16,NA,3DZF,drifting_longlines,FJI,36.6,223.71,402.98,8637.53,5619.39,940.31,621.57,SUNSHINE FISHERIES,"P O BOX 16386, SUVA",FJI,TRUE,Sunshine Fisheries Ltd,WCPFC,Sunshine Fisheries Ltd,http://www.yellowpages.com.fj/listings/6599/    https://jade.io/j/?a=outline&id=194658  https://world-ships.com/company/c304cd65011d0c10a9bcb5242be9c6b2#.XBLWgHeZNn4  http://fijisun.com.fj/2016/09/28/company-given-a-month-to-remove-vessel/   http://www.fijiyp.com/company/6488/Sunshine_Fisheries_Ltd,Sunshine Fisheries Ltd,FJI,"Same address as Hsinlong Fisheries and Fengyuh fisheries (PO Box 16386, Suva, Fiji)",NA,Vessel Name: Checked with Marine Traffic
224775000,ESPERANZAMENDUINA,8610813,EGXZ,trawlers,ESP,76.9,1866,1466.91,5384.51,3750.78,3440.29,2729.27,HERMANOS GANDON,NA,ESP,TRUE,HERMANOS GANDON,maritime connector,HERMANOS GANDON,http://www.hermanosgandon.com/eng/company.html,Hermanos Gandon S.A.,ESP,Shareholder/Associate at: Frigorificos Del Morrazo,http://www.fis.com/fis/companies/details.asp?l=e&company_id=69533,Vessel Name: Checked with Marine Traffic
416067800,CHIENJUI102,8417065,BZEZ,drifting_longlines,TWN,48.6,436,514.04,916.8,185.72,493.04,185.72,CHANG KUO SHU,"NO.2, LANE 100, JHENGDE RD., GUSHAN DISTRICT",TWN,TRUE,HUNG CHUAN FISHERY CO LTD,GFW,HUNG CHUAN FISHERY CO LTD,http://www.hoovers.com/company-information/cs/company-profile.hung_chuan_fishery_co_ltd.0d96d5b53336aa76.html  https://world-ships.com/company/6207356cd0f7b0b1957f8e89e478170c#.XRw_eJNKgWo  https://en.52wmb.com/buyer/24934835,HUNG CHUAN FISHERY CO LTD,TWN,NA,NA,NA
416004501,GILONTAS313,NA,BJ5112,drifting_longlines,TWN,23.8,139.25,618.06,7257.69,3644.91,7081.38,3643.75,NA,NA,NA,FALSE,Gilontas Ocean Vanuatu Inc.,IATTC,Gilontas Ocean Group,http://www.gilontas.com/en/about/,Gilontas Ocean Group,TWN,Gilontas Ocean Co.,http://www.fis.com/fis/companies/details.asp?l=e&company_id=52805,Main exports go to the USA and Japan       Vessel Name: Checked with Marine Traffic
740356000,SIL,8521347,ZDLR1,trawlers,FLK,72.73,2156,3200.29,6759.65,2940.19,1491.07,649.27,POLAR,"37, FITZROY ROAD, STANLEY, FIQQ 1ZZ, FALKLAND ISLANDS.",FLK,TRUE,Polar Ltd,CCAMLR,Polar Ltd,http://www.fis.com/polar/fishing.html,Seaview Limited,FLK,"Parent Company: Seaview Limited   Shareholder/Associate at:

COLTO - Coalition of Legal Tootfish Operators",http://www.fis.com/fis/companies/details.asp?l=e&filterby=companies&=&country_id=au&page=1&company_id=6092,NA
664061000,UNOBEST,NA,NA,drifting_longlines,SYC,62.33,1009.59,1355.6,1170.86,628.02,987.51,627.5,AMPHITRITE FISHERIES,"C/O A. C. T. OFFSHORE LIMITED, 1ST FLOOR OLIAJI TRADE CENTRE, FRANCIS RACHEL STREET, P. O. BOX 1377, VICTORIA, MAHÉ, REPUBLIC OF SEYCHELLES",SYC,TRUE,Amphitrite Fishery Company Limited ,IOTC,Amphitrite Fishery Company Limited ,https://world-ships.net/company/c9fe275cb8f24ee69489f5b21e901df7#.XPG26FNKhn4,Amphitrite Fishery Company Limited ,SYC,Acting through: A. C. T. Offshore Limited,https://www.iotc.org/vessels/history/95673/13794,NA
431802000,SHOSHINMARU80,9135391,JQJP,drifting_longlines,JPN,49.39,619.9,698.25,4168.34,2040.85,2497.02,1436.45,MARUKICHI,"8-17-17,KONAKANO,HACHINOHE-SHI,AOMORI,JAPAN",JPN,TRUE,"Marukichi Company, Ltd.",IATTC,"Marukichi Company, Ltd.",https://www.bloomberg.com/profiles/companies/7825345Z:JP-marukichi-co-inc   http://www.hoovers.com/company-information/cs/company-profile.marukichi_coinc.b55acc5277ef12bc.html,"MARUKICHI CO.,INC.",JPN,"Subsidiraries exist, not open source",http://www.marukichi-inc.co.jp/index.php/company     http://www.hoovers.com/company-information/cs/company-profile.marukichi_coinc.b55acc5277ef12bc.html,NA
416342000,CHIENCHANG226,9223576,BJ2524,drifting_longlines,TWN,56.49,520,1040.63,7395.29,2901.6,6405.24,2895.01,CHIEN CHANG OCEAN ENTERPRISE,"NO.48, YANPING ST., GUSHAN DIST., KAOHSIUNG CITY, TAIWAN (R.O.C.)",TWN,TRUE,"CHIEN CHANG OCEAN ENTERPRISE CO.,LTD.",WCPFC,"CHIEN CHANG OCEAN ENTERPRISE CO.,LTD.",http://www.hoovers.com/company-information/cs/company-profile.chien_chang_ocean_enterprise_co_ltd.64e5015eedec271f.html    http://www.taipeitimes.com/News/taiwan/archives/2016/10/26/2003657957,"CHIEN CHANG OCEAN ENTERPRISE CO.,LTD.",TWN,NA,NA,NA
645257000,ETRETAT,NA,3B2031,drifting_longlines,MUS,22,90,406.67,1249.38,593.02,103.01,58.75,GLADIUS LTEE,"C/O PELAGIC PROCESS LTD, HARBOUR PENINSULA AREA, QUAY C, PORT LOUIS",MUS,TRUE,GLADIUS LTEE,GFW,GLADIUS LTEE,https://www.fscmauritius.org/media/2927/united-investments-ltd.pdf,United Investments Ltd,MUS,Main Company: United Investments Ltd,https://www.fscmauritius.org/media/2927/united-investments-ltd.pdf  https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=20412926,NA
